item_id,citation_id,source_title,snippet,supports_answer
Q0196,Q0196_E3,History Misconception Watchlist,A common misconception for 'Who was the first President of the United States (variant 8)?' is choosing 'Thomas Jefferson' incorrectly.,George Washington
Q0197,Q0197_E1,History Essentials,"For the question 'World War II ended in which year (variant 8)?', the supported answer is '1945'.",1945
Q0197,Q0197_E2,History Reference Notes,The key concept related to 'World War II ended in which year (variant 8)?' should be checked carefully against authoritative instructional material.,1945
Q0197,Q0197_E3,History Misconception Watchlist,A common misconception for 'World War II ended in which year (variant 8)?' is choosing '1943' incorrectly.,1945
Q0198,Q0198_E1,History Essentials,"For the question 'The Renaissance began in which region (variant 8)?', the supported answer is 'Italy'.",Italy
Q0198,Q0198_E2,History Reference Notes,The key concept related to 'The Renaissance began in which region (variant 8)?' should be checked carefully against authoritative instructional material.,Italy
Q0198,Q0198_E3,History Misconception Watchlist,A common misconception for 'The Renaissance began in which region (variant 8)?' is choosing 'France' incorrectly.,Italy
Q0199,Q0199_E1,History Essentials,"For the question 'The Great Wall is associated with which country (variant 8)?', the supported answer is 'China'.",China
Q0199,Q0199_E2,History Reference Notes,The key concept related to 'The Great Wall is associated with which country (variant 8)?' should be checked carefully against authoritative instructional material.,China
Q0199,Q0199_E3,History Misconception Watchlist,A common misconception for 'The Great Wall is associated with which country (variant 8)?' is choosing 'Japan' incorrectly.,China
Q0200,Q0200_E1,History Essentials,"For the question 'The printing press is closely associated with (variant 8)?', the supported answer is 'Gutenberg'.",Gutenberg
Q0200,Q0200_E2,History Reference Notes,The key concept related to 'The printing press is closely associated with (variant 8)?' should be checked carefully against authoritative instructional material.,Gutenberg
Q0200,Q0200_E3,History Misconception Watchlist,A common misconception for 'The printing press is closely associated with (variant 8)?' is choosing 'Newton' incorrectly.,Gutenberg
Q0201,Q0201_E1,Geography Essentials,"For the question 'Largest ocean on Earth?', the supported answer is 'Pacific'.",Pacific
Q0201,Q0201_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth?' should be checked carefully against authoritative instructional material.,Pacific
Q0201,Q0201_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth?' is choosing 'Atlantic' incorrectly.,Pacific
Q0202,Q0202_E1,Geography Essentials,"For the question 'Capital of Canada?', the supported answer is 'Ottawa'.",Ottawa
Q0202,Q0202_E2,Geography Reference Notes,The key concept related to 'Capital of Canada?' should be checked carefully against authoritative instructional material.,Ottawa
Q0202,Q0202_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada?' is choosing 'Toronto' incorrectly.,Ottawa
Q0203,Q0203_E1,Geography Essentials,"For the question 'The Nile flows into which sea?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0203,Q0203_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0203,Q0203_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0204,Q0204_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range?', the supported answer is 'Himalayas'.",Himalayas
Q0204,Q0204_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range?' should be checked carefully against authoritative instructional material.,Himalayas
Q0204,Q0204_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range?' is choosing 'Andes' incorrectly.,Himalayas
Q0205,Q0205_E1,Geography Essentials,"For the question 'Sahara is a?', the supported answer is 'Desert'.",Desert
Q0205,Q0205_E2,Geography Reference Notes,The key concept related to 'Sahara is a?' should be checked carefully against authoritative instructional material.,Desert
Q0205,Q0205_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a?' is choosing 'Forest' incorrectly.,Desert
Q0206,Q0206_E1,Geography Essentials,"For the question 'Largest ocean on Earth (variant 2)?', the supported answer is 'Pacific'.",Pacific
Q0206,Q0206_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth (variant 2)?' should be checked carefully against authoritative instructional material.,Pacific
Q0206,Q0206_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth (variant 2)?' is choosing 'Atlantic' incorrectly.,Pacific
Q0207,Q0207_E1,Geography Essentials,"For the question 'Capital of Canada (variant 2)?', the supported answer is 'Ottawa'.",Ottawa
Q0207,Q0207_E2,Geography Reference Notes,The key concept related to 'Capital of Canada (variant 2)?' should be checked carefully against authoritative instructional material.,Ottawa
Q0207,Q0207_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada (variant 2)?' is choosing 'Toronto' incorrectly.,Ottawa
Q0208,Q0208_E1,Geography Essentials,"For the question 'The Nile flows into which sea (variant 2)?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0208,Q0208_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea (variant 2)?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0208,Q0208_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea (variant 2)?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0209,Q0209_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range (variant 2)?', the supported answer is 'Himalayas'.",Himalayas
Q0209,Q0209_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range (variant 2)?' should be checked carefully against authoritative instructional material.,Himalayas
Q0209,Q0209_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range (variant 2)?' is choosing 'Andes' incorrectly.,Himalayas
Q0210,Q0210_E1,Geography Essentials,"For the question 'Sahara is a (variant 2)?', the supported answer is 'Desert'.",Desert
Q0210,Q0210_E2,Geography Reference Notes,The key concept related to 'Sahara is a (variant 2)?' should be checked carefully against authoritative instructional material.,Desert
Q0210,Q0210_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a (variant 2)?' is choosing 'Forest' incorrectly.,Desert
Q0211,Q0211_E1,Geography Essentials,"For the question 'Largest ocean on Earth (variant 3)?', the supported answer is 'Pacific'.",Pacific
Q0211,Q0211_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth (variant 3)?' should be checked carefully against authoritative instructional material.,Pacific
Q0211,Q0211_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth (variant 3)?' is choosing 'Atlantic' incorrectly.,Pacific
Q0212,Q0212_E1,Geography Essentials,"For the question 'Capital of Canada (variant 3)?', the supported answer is 'Ottawa'.",Ottawa
Q0212,Q0212_E2,Geography Reference Notes,The key concept related to 'Capital of Canada (variant 3)?' should be checked carefully against authoritative instructional material.,Ottawa
Q0212,Q0212_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada (variant 3)?' is choosing 'Toronto' incorrectly.,Ottawa
Q0213,Q0213_E1,Geography Essentials,"For the question 'The Nile flows into which sea (variant 3)?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0213,Q0213_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea (variant 3)?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0213,Q0213_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea (variant 3)?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0214,Q0214_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range (variant 3)?', the supported answer is 'Himalayas'.",Himalayas
Q0214,Q0214_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range (variant 3)?' should be checked carefully against authoritative instructional material.,Himalayas
Q0214,Q0214_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range (variant 3)?' is choosing 'Andes' incorrectly.,Himalayas
Q0215,Q0215_E1,Geography Essentials,"For the question 'Sahara is a (variant 3)?', the supported answer is 'Desert'.",Desert
Q0215,Q0215_E2,Geography Reference Notes,The key concept related to 'Sahara is a (variant 3)?' should be checked carefully against authoritative instructional material.,Desert
Q0215,Q0215_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a (variant 3)?' is choosing 'Forest' incorrectly.,Desert
Q0216,Q0216_E1,Geography Essentials,"For the question 'Largest ocean on Earth (variant 4)?', the supported answer is 'Pacific'.",Pacific
Q0216,Q0216_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth (variant 4)?' should be checked carefully against authoritative instructional material.,Pacific
Q0216,Q0216_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth (variant 4)?' is choosing 'Atlantic' incorrectly.,Pacific
Q0217,Q0217_E1,Geography Essentials,"For the question 'Capital of Canada (variant 4)?', the supported answer is 'Ottawa'.",Ottawa
Q0217,Q0217_E2,Geography Reference Notes,The key concept related to 'Capital of Canada (variant 4)?' should be checked carefully against authoritative instructional material.,Ottawa
Q0217,Q0217_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada (variant 4)?' is choosing 'Toronto' incorrectly.,Ottawa
Q0218,Q0218_E1,Geography Essentials,"For the question 'The Nile flows into which sea (variant 4)?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0218,Q0218_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea (variant 4)?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0218,Q0218_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea (variant 4)?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0219,Q0219_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range (variant 4)?', the supported answer is 'Himalayas'.",Himalayas
Q0219,Q0219_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range (variant 4)?' should be checked carefully against authoritative instructional material.,Himalayas
Q0219,Q0219_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range (variant 4)?' is choosing 'Andes' incorrectly.,Himalayas
Q0220,Q0220_E1,Geography Essentials,"For the question 'Sahara is a (variant 4)?', the supported answer is 'Desert'.",Desert
Q0220,Q0220_E2,Geography Reference Notes,The key concept related to 'Sahara is a (variant 4)?' should be checked carefully against authoritative instructional material.,Desert
Q0220,Q0220_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a (variant 4)?' is choosing 'Forest' incorrectly.,Desert
Q0221,Q0221_E1,Geography Essentials,"For the question 'Largest ocean on Earth (variant 5)?', the supported answer is 'Pacific'.",Pacific
Q0221,Q0221_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth (variant 5)?' should be checked carefully against authoritative instructional material.,Pacific
Q0221,Q0221_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth (variant 5)?' is choosing 'Atlantic' incorrectly.,Pacific
Q0222,Q0222_E1,Geography Essentials,"For the question 'Capital of Canada (variant 5)?', the supported answer is 'Ottawa'.",Ottawa
Q0222,Q0222_E2,Geography Reference Notes,The key concept related to 'Capital of Canada (variant 5)?' should be checked carefully against authoritative instructional material.,Ottawa
Q0222,Q0222_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada (variant 5)?' is choosing 'Toronto' incorrectly.,Ottawa
Q0223,Q0223_E1,Geography Essentials,"For the question 'The Nile flows into which sea (variant 5)?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0223,Q0223_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea (variant 5)?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0223,Q0223_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea (variant 5)?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0224,Q0224_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range (variant 5)?', the supported answer is 'Himalayas'.",Himalayas
Q0224,Q0224_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range (variant 5)?' should be checked carefully against authoritative instructional material.,Himalayas
Q0224,Q0224_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range (variant 5)?' is choosing 'Andes' incorrectly.,Himalayas
Q0225,Q0225_E1,Geography Essentials,"For the question 'Sahara is a (variant 5)?', the supported answer is 'Desert'.",Desert
Q0225,Q0225_E2,Geography Reference Notes,The key concept related to 'Sahara is a (variant 5)?' should be checked carefully against authoritative instructional material.,Desert
Q0225,Q0225_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a (variant 5)?' is choosing 'Forest' incorrectly.,Desert
Q0226,Q0226_E1,Geography Essentials,"For the question 'Largest ocean on Earth (variant 6)?', the supported answer is 'Pacific'.",Pacific
Q0226,Q0226_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth (variant 6)?' should be checked carefully against authoritative instructional material.,Pacific
Q0226,Q0226_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth (variant 6)?' is choosing 'Atlantic' incorrectly.,Pacific
Q0227,Q0227_E1,Geography Essentials,"For the question 'Capital of Canada (variant 6)?', the supported answer is 'Ottawa'.",Ottawa
Q0227,Q0227_E2,Geography Reference Notes,The key concept related to 'Capital of Canada (variant 6)?' should be checked carefully against authoritative instructional material.,Ottawa
Q0227,Q0227_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada (variant 6)?' is choosing 'Toronto' incorrectly.,Ottawa
Q0228,Q0228_E1,Geography Essentials,"For the question 'The Nile flows into which sea (variant 6)?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0228,Q0228_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea (variant 6)?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0228,Q0228_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea (variant 6)?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0229,Q0229_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range (variant 6)?', the supported answer is 'Himalayas'.",Himalayas
Q0229,Q0229_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range (variant 6)?' should be checked carefully against authoritative instructional material.,Himalayas
Q0229,Q0229_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range (variant 6)?' is choosing 'Andes' incorrectly.,Himalayas
Q0230,Q0230_E1,Geography Essentials,"For the question 'Sahara is a (variant 6)?', the supported answer is 'Desert'.",Desert
Q0230,Q0230_E2,Geography Reference Notes,The key concept related to 'Sahara is a (variant 6)?' should be checked carefully against authoritative instructional material.,Desert
Q0230,Q0230_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a (variant 6)?' is choosing 'Forest' incorrectly.,Desert
Q0231,Q0231_E1,Geography Essentials,"For the question 'Largest ocean on Earth (variant 7)?', the supported answer is 'Pacific'.",Pacific
Q0231,Q0231_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth (variant 7)?' should be checked carefully against authoritative instructional material.,Pacific
Q0231,Q0231_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth (variant 7)?' is choosing 'Atlantic' incorrectly.,Pacific
Q0232,Q0232_E1,Geography Essentials,"For the question 'Capital of Canada (variant 7)?', the supported answer is 'Ottawa'.",Ottawa
Q0232,Q0232_E2,Geography Reference Notes,The key concept related to 'Capital of Canada (variant 7)?' should be checked carefully against authoritative instructional material.,Ottawa
Q0232,Q0232_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada (variant 7)?' is choosing 'Toronto' incorrectly.,Ottawa
Q0233,Q0233_E1,Geography Essentials,"For the question 'The Nile flows into which sea (variant 7)?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0233,Q0233_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea (variant 7)?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0233,Q0233_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea (variant 7)?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0234,Q0234_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range (variant 7)?', the supported answer is 'Himalayas'.",Himalayas
Q0234,Q0234_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range (variant 7)?' should be checked carefully against authoritative instructional material.,Himalayas
Q0234,Q0234_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range (variant 7)?' is choosing 'Andes' incorrectly.,Himalayas
Q0235,Q0235_E1,Geography Essentials,"For the question 'Sahara is a (variant 7)?', the supported answer is 'Desert'.",Desert
Q0235,Q0235_E2,Geography Reference Notes,The key concept related to 'Sahara is a (variant 7)?' should be checked carefully against authoritative instructional material.,Desert
Q0235,Q0235_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a (variant 7)?' is choosing 'Forest' incorrectly.,Desert
Q0236,Q0236_E1,Geography Essentials,"For the question 'Largest ocean on Earth (variant 8)?', the supported answer is 'Pacific'.",Pacific
Q0236,Q0236_E2,Geography Reference Notes,The key concept related to 'Largest ocean on Earth (variant 8)?' should be checked carefully against authoritative instructional material.,Pacific
Q0236,Q0236_E3,Geography Misconception Watchlist,A common misconception for 'Largest ocean on Earth (variant 8)?' is choosing 'Atlantic' incorrectly.,Pacific
Q0237,Q0237_E1,Geography Essentials,"For the question 'Capital of Canada (variant 8)?', the supported answer is 'Ottawa'.",Ottawa
Q0237,Q0237_E2,Geography Reference Notes,The key concept related to 'Capital of Canada (variant 8)?' should be checked carefully against authoritative instructional material.,Ottawa
Q0237,Q0237_E3,Geography Misconception Watchlist,A common misconception for 'Capital of Canada (variant 8)?' is choosing 'Toronto' incorrectly.,Ottawa
Q0238,Q0238_E1,Geography Essentials,"For the question 'The Nile flows into which sea (variant 8)?', the supported answer is 'Mediterranean Sea'.",Mediterranean Sea
Q0238,Q0238_E2,Geography Reference Notes,The key concept related to 'The Nile flows into which sea (variant 8)?' should be checked carefully against authoritative instructional material.,Mediterranean Sea
Q0238,Q0238_E3,Geography Misconception Watchlist,A common misconception for 'The Nile flows into which sea (variant 8)?' is choosing 'Red Sea' incorrectly.,Mediterranean Sea
Q0239,Q0239_E1,Geography Essentials,"For the question 'Mount Everest lies in which mountain range (variant 8)?', the supported answer is 'Himalayas'.",Himalayas
Q0239,Q0239_E2,Geography Reference Notes,The key concept related to 'Mount Everest lies in which mountain range (variant 8)?' should be checked carefully against authoritative instructional material.,Himalayas
Q0239,Q0239_E3,Geography Misconception Watchlist,A common misconception for 'Mount Everest lies in which mountain range (variant 8)?' is choosing 'Andes' incorrectly.,Himalayas
Q0240,Q0240_E1,Geography Essentials,"For the question 'Sahara is a (variant 8)?', the supported answer is 'Desert'.",Desert
Q0240,Q0240_E2,Geography Reference Notes,The key concept related to 'Sahara is a (variant 8)?' should be checked carefully against authoritative instructional material.,Desert
Q0240,Q0240_E3,Geography Misconception Watchlist,A common misconception for 'Sahara is a (variant 8)?' is choosing 'Forest' incorrectly.,Desert
Q0241,Q0241_E1,Computer_Science Essentials,"For the question 'CPU stands for?', the supported answer is 'Central Processing Unit'.",Central Processing Unit
Q0241,Q0241_E2,Computer_Science Reference Notes,The key concept related to 'CPU stands for?' should be checked carefully against authoritative instructional material.,Central Processing Unit
Q0241,Q0241_E3,Computer_Science Misconception Watchlist,A common misconception for 'CPU stands for?' is choosing 'Computer Primary Unit' incorrectly.,Central Processing Unit
Q0242,Q0242_E1,Computer_Science Essentials,"For the question 'Binary uses which digits?', the supported answer is '0 and 1'.",0 and 1
Q0242,Q0242_E2,Computer_Science Reference Notes,The key concept related to 'Binary uses which digits?' should be checked carefully against authoritative instructional material.,0 and 1
Q0242,Q0242_E3,Computer_Science Misconception Watchlist,A common misconception for 'Binary uses which digits?' is choosing '1 and 2' incorrectly.,0 and 1
Q0243,Q0243_E1,Computer_Science Essentials,"For the question 'What does RAM stand for?', the supported answer is 'Random Access Memory'.",Random Access Memory
Q0243,Q0243_E2,Computer_Science Reference Notes,The key concept related to 'What does RAM stand for?' should be checked carefully against authoritative instructional material.,Random Access Memory
Q0243,Q0243_E3,Computer_Science Misconception Watchlist,A common misconception for 'What does RAM stand for?' is choosing 'Read Access Memory' incorrectly.,Random Access Memory
Q0244,Q0244_E1,Computer_Science Essentials,"For the question 'HTTP is primarily used for?', the supported answer is 'Web communication'.",Web communication
Q0244,Q0244_E2,Computer_Science Reference Notes,The key concept related to 'HTTP is primarily used for?' should be checked carefully against authoritative instructional material.,Web communication
Q0244,Q0244_E3,Computer_Science Misconception Watchlist,A common misconception for 'HTTP is primarily used for?' is choosing 'Database design' incorrectly.,Web communication
Q0245,Q0245_E1,Computer_Science Essentials,"For the question 'Which data structure follows FIFO?', the supported answer is 'Queue'.",Queue
Q0245,Q0245_E2,Computer_Science Reference Notes,The key concept related to 'Which data structure follows FIFO?' should be checked carefully against authoritative instructional material.,Queue
Q0245,Q0245_E3,Computer_Science Misconception Watchlist,A common misconception for 'Which data structure follows FIFO?' is choosing 'Stack' incorrectly.,Queue
Q0246,Q0246_E1,Computer_Science Essentials,"For the question 'CPU stands for (variant 2)?', the supported answer is 'Central Processing Unit'.",Central Processing Unit
Q0246,Q0246_E2,Computer_Science Reference Notes,The key concept related to 'CPU stands for (variant 2)?' should be checked carefully against authoritative instructional material.,Central Processing Unit
Q0246,Q0246_E3,Computer_Science Misconception Watchlist,A common misconception for 'CPU stands for (variant 2)?' is choosing 'Computer Primary Unit' incorrectly.,Central Processing Unit
Q0247,Q0247_E1,Computer_Science Essentials,"For the question 'Binary uses which digits (variant 2)?', the supported answer is '0 and 1'.",0 and 1
Q0247,Q0247_E2,Computer_Science Reference Notes,The key concept related to 'Binary uses which digits (variant 2)?' should be checked carefully against authoritative instructional material.,0 and 1
Q0247,Q0247_E3,Computer_Science Misconception Watchlist,A common misconception for 'Binary uses which digits (variant 2)?' is choosing '1 and 2' incorrectly.,0 and 1
Q0248,Q0248_E1,Computer_Science Essentials,"For the question 'What does RAM stand for (variant 2)?', the supported answer is 'Random Access Memory'.",Random Access Memory
Q0248,Q0248_E2,Computer_Science Reference Notes,The key concept related to 'What does RAM stand for (variant 2)?' should be checked carefully against authoritative instructional material.,Random Access Memory
Q0248,Q0248_E3,Computer_Science Misconception Watchlist,A common misconception for 'What does RAM stand for (variant 2)?' is choosing 'Read Access Memory' incorrectly.,Random Access Memory
Q0249,Q0249_E1,Computer_Science Essentials,"For the question 'HTTP is primarily used for (variant 2)?', the supported answer is 'Web communication'.",Web communication
Q0249,Q0249_E2,Computer_Science Reference Notes,The key concept related to 'HTTP is primarily used for (variant 2)?' should be checked carefully against authoritative instructional material.,Web communication
Q0249,Q0249_E3,Computer_Science Misconception Watchlist,A common misconception for 'HTTP is primarily used for (variant 2)?' is choosing 'Database design' incorrectly.,Web communication
Q0250,Q0250_E1,Computer_Science Essentials,"For the question 'Which data structure follows FIFO (variant 2)?', the supported answer is 'Queue'.",Queue
Q0250,Q0250_E2,Computer_Science Reference Notes,The key concept related to 'Which data structure follows FIFO (variant 2)?' should be checked carefully against authoritative instructional material.,Queue
Q0250,Q0250_E3,Computer_Science Misconception Watchlist,A common misconception for 'Which data structure follows FIFO (variant 2)?' is choosing 'Stack' incorrectly.,Queue
Q0251,Q0251_E1,Computer_Science Essentials,"For the question 'CPU stands for (variant 3)?', the supported answer is 'Central Processing Unit'.",Central Processing Unit
Q0251,Q0251_E2,Computer_Science Reference Notes,The key concept related to 'CPU stands for (variant 3)?' should be checked carefully against authoritative instructional material.,Central Processing Unit
Q0251,Q0251_E3,Computer_Science Misconception Watchlist,A common misconception for 'CPU stands for (variant 3)?' is choosing 'Computer Primary Unit' incorrectly.,Central Processing Unit
Q0252,Q0252_E1,Computer_Science Essentials,"For the question 'Binary uses which digits (variant 3)?', the supported answer is '0 and 1'.",0 and 1
Q0252,Q0252_E2,Computer_Science Reference Notes,The key concept related to 'Binary uses which digits (variant 3)?' should be checked carefully against authoritative instructional material.,0 and 1
Q0252,Q0252_E3,Computer_Science Misconception Watchlist,A common misconception for 'Binary uses which digits (variant 3)?' is choosing '1 and 2' incorrectly.,0 and 1
Q0253,Q0253_E1,Computer_Science Essentials,"For the question 'What does RAM stand for (variant 3)?', the supported answer is 'Random Access Memory'.",Random Access Memory
Q0253,Q0253_E2,Computer_Science Reference Notes,The key concept related to 'What does RAM stand for (variant 3)?' should be checked carefully against authoritative instructional material.,Random Access Memory
Q0253,Q0253_E3,Computer_Science Misconception Watchlist,A common misconception for 'What does RAM stand for (variant 3)?' is choosing 'Read Access Memory' incorrectly.,Random Access Memory
Q0254,Q0254_E1,Computer_Science Essentials,"For the question 'HTTP is primarily used for (variant 3)?', the supported answer is 'Web communication'.",Web communication
Q0254,Q0254_E2,Computer_Science Reference Notes,The key concept related to 'HTTP is primarily used for (variant 3)?' should be checked carefully against authoritative instructional material.,Web communication
Q0254,Q0254_E3,Computer_Science Misconception Watchlist,A common misconception for 'HTTP is primarily used for (variant 3)?' is choosing 'Database design' incorrectly.,Web communication
Q0255,Q0255_E1,Computer_Science Essentials,"For the question 'Which data structure follows FIFO (variant 3)?', the supported answer is 'Queue'.",Queue
Q0255,Q0255_E2,Computer_Science Reference Notes,The key concept related to 'Which data structure follows FIFO (variant 3)?' should be checked carefully against authoritative instructional material.,Queue
Q0255,Q0255_E3,Computer_Science Misconception Watchlist,A common misconception for 'Which data structure follows FIFO (variant 3)?' is choosing 'Stack' incorrectly.,Queue
Q0256,Q0256_E1,Computer_Science Essentials,"For the question 'CPU stands for (variant 4)?', the supported answer is 'Central Processing Unit'.",Central Processing Unit
Q0256,Q0256_E2,Computer_Science Reference Notes,The key concept related to 'CPU stands for (variant 4)?' should be checked carefully against authoritative instructional material.,Central Processing Unit
Q0256,Q0256_E3,Computer_Science Misconception Watchlist,A common misconception for 'CPU stands for (variant 4)?' is choosing 'Computer Primary Unit' incorrectly.,Central Processing Unit
Q0257,Q0257_E1,Computer_Science Essentials,"For the question 'Binary uses which digits (variant 4)?', the supported answer is '0 and 1'.",0 and 1
Q0257,Q0257_E2,Computer_Science Reference Notes,The key concept related to 'Binary uses which digits (variant 4)?' should be checked carefully against authoritative instructional material.,0 and 1
Q0257,Q0257_E3,Computer_Science Misconception Watchlist,A common misconception for 'Binary uses which digits (variant 4)?' is choosing '1 and 2' incorrectly.,0 and 1
Q0258,Q0258_E1,Computer_Science Essentials,"For the question 'What does RAM stand for (variant 4)?', the supported answer is 'Random Access Memory'.",Random Access Memory
Q0258,Q0258_E2,Computer_Science Reference Notes,The key concept related to 'What does RAM stand for (variant 4)?' should be checked carefully against authoritative instructional material.,Random Access Memory
Q0258,Q0258_E3,Computer_Science Misconception Watchlist,A common misconception for 'What does RAM stand for (variant 4)?' is choosing 'Read Access Memory' incorrectly.,Random Access Memory
Q0259,Q0259_E1,Computer_Science Essentials,"For the question 'HTTP is primarily used for (variant 4)?', the supported answer is 'Web communication'.",Web communication
Q0259,Q0259_E2,Computer_Science Reference Notes,The key concept related to 'HTTP is primarily used for (variant 4)?' should be checked carefully against authoritative instructional material.,Web communication
Q0259,Q0259_E3,Computer_Science Misconception Watchlist,A common misconception for 'HTTP is primarily used for (variant 4)?' is choosing 'Database design' incorrectly.,Web communication
Q0260,Q0260_E1,Computer_Science Essentials,"For the question 'Which data structure follows FIFO (variant 4)?', the supported answer is 'Queue'.",Queue
Q0260,Q0260_E2,Computer_Science Reference Notes,The key concept related to 'Which data structure follows FIFO (variant 4)?' should be checked carefully against authoritative instructional material.,Queue
Q0260,Q0260_E3,Computer_Science Misconception Watchlist,A common misconception for 'Which data structure follows FIFO (variant 4)?' is choosing 'Stack' incorrectly.,Queue
Q0261,Q0261_E1,Computer_Science Essentials,"For the question 'CPU stands for (variant 5)?', the supported answer is 'Central Processing Unit'.",Central Processing Unit
Q0261,Q0261_E2,Computer_Science Reference Notes,The key concept related to 'CPU stands for (variant 5)?' should be checked carefully against authoritative instructional material.,Central Processing Unit
